article,version_number,version,name,image,id,combat,size,attributes,hitpoints,att,str,def,mage,range,attbns,strbns,amagic,mbns,arange,rngbns,dstab,dslash,dcrush,dmagic,drange
Man,7,Black,Man,[[File:Man (black).png|120px]],3261,2,1,,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Man,8,Light blue,Man,[[File:Man (light blue).png|120px]],3264,2,1,,7,1,1,1,1,1,0,0,0,0,0,0,-21,-21,-21,-21,-21
Man,9,Pink,Man,[[File:Man (pink).png|120px]],3265,2,1,,7,1,1,1,1,1,0,0,0,0,0,0,-21,-21,-21,-21,-21
Man,10,Karamja,Man,[[File:Man (Karamja).png|120px]],3652,2,1,,7,1,1,1,1,1,0,0,0,0,0,0,-21,-21,-21,-21,-21
Man,11,Blue Moon Inn,Man,[[File:Man (Blue Moon Inn).png|120px]],3014,2,1,,7,1,1,1,1,1,0,0,0,0,0,0,-21,-21,-21,-21,-21
Man,12,Shayzien,Man,[[File:Man (Shayzien).png|120px]],11058,2,1,,7,1,1,1,1,1,0,0,0,0,0,0,-21,-21,-21,-21,-21
Greater demon,1,Level 92,Greater demon,[[File:Greater demon.png|250px]],"2025,2026,2027,2028,2029,2030,2031,2032",92,3,demon,87,76,78,81,1,1,0,0,0,0,0,0,0,0,0,-10,0
Greater demon,2,Level 100,Greater demon,[[File:Greater demon (2).png|250px]],7245,100,3,demon,115,90,70,80,1,1,0,0,0,0,0,0,0,0,0,-10,0
Greater demon,3,Level 101,Greater demon,[[File:Greater demon (3).png|250px]],7244,101,3,demon,120,90,90,50,1,1,0,0,0,0,0,0,0,0,0,-10,0
Greater demon,4,Level 104,Greater demon,[[File:Greater demon (4).png|250px]],"7871,7872,7873",104,3,demon,120,76,90,81,1,1,0,0,0,0,0,0,0,0,0,-10,0
Greater demon,5,Level 113,Greater demon,[[File:Greater demon (5).png|250px]],7246,113,3,demon,130,120,90,50,1,1,0,0,0,0,0,0,0,0,0,-10,0
Delrith,,,Delrith,[[File:Delrith.png|250x250px]],5079,27,2,,7,11,10,5,1,1,0,0,0,0,0,0,0,"2 (min), 5 (max)",0,0,0
Agrith Naar,1,Normal,Agrith Naar,[[File:Agrith Naar.png|200px]],"911,6388",100,3,,95,83,90,82,100,100,0,0,0,0,0,0,0,0,0,0,0
Agrith Naar,2,Hard,Agrith Naar (hard),[[File:Agrith Naar.png|200px]],6327,196,3,,209,182,198,82,220,220,0,0,0,0,0,0,0,0,0,0,0
Lanzig,,,Lanzig,[[File:Lanzig.png|120px]],3940,48,1,,50,40,40,40,1,1,0,20,0,0,0,0,0,0,0,0,0
Rockslug,1,Cave,Rockslug,[[File:Rockslug.png|250x250px]],421,29,1,,27,22,27,27,1,1,0,0,0,0,0,0,0,0,0,0,0
Rockslug,2,Swamp,Rockslug,[[File:Rockslug (Swamp).png|250x250px]],422,29,1,,27,22,27,27,1,1,0,0,0,0,0,0,0,0,0,0,0
Earth warrior,,,Earth warrior,[[File:Earth warrior.png|130px]],2840,51,1,,54,42,42,42,1,1,0,0,0,0,0,0,30,40,20,10,30
Lucien,,,Lucien,[[File:Lucien.png|120px]],3443,14,1,,17,12,11,10,1,1,5,4,0,0,0,0,6,8,7,-1,4
Barbarian,1,Level 8 (Blue Moon Inn),Barbarian,[[File:Barbarian (Blue Moon Inn).png|130px]],3262,8,1,,14,6,5,5,1,1,8,10,0,0,0,0,1,1,0,0,0
Barbarian,2,Level 9 (Sieglinde),Barbarian,[[File:Barbarian (Sieglinde).png|130px]],3072,9,1,,20,6,7,3,1,1,9,16,0,0,0,0,9,10,10,-3,5
Barbarian,3,Level 10 (Fafner),Barbarian,[[File:Barbarian (Fafner).png|130px]],3056,10,1,,18,8,7,3,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,4,Level 10 (Siegfried),Barbarian,[[File:Barbarian (Siegried).png|130px]],3059,10,1,,18,8,7,3,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,5,Level 10 (Lydspor),Barbarian,[[File:Barbarian (Lydspor).png|130px]],3060,10,1,,18,8,7,3,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,6,Level 10 (Hagen),Barbarian,[[File:Barbarian (Hagen).png|130px]],3061,10,1,,18,8,7,3,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,7,Level 10 (Wotan),Barbarian,[[File:Barbarian (Wotan).png|130px]],3064,10,1,,18,8,7,3,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,8,Level 10 (Acelin),Barbarian,[[File:Barbarian (Acelin).png|130px]],3065,10,1,,18,8,7,3,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,9,Level 10 (Adelino),Barbarian,[[File:Barbarian (Adelino).png|130px]],3066,10,1,,18,8,7,3,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,10,Level 10 (Adolpho),Barbarian,[[File:Barbarian (Adolpho).png|130px]],3067,10,1,,18,8,7,3,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,11,Level 10 (Gutrune),Barbarian,[[File:Barbarian (Gutrune).png|130px]],3070,10,1,,18,8,7,3,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,12,Level 10 (Edelschwarz),Barbarian,[[File:Barbarian (Edelschwarz).png|130px]],3071,10,1,,18,8,7,3,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,13,Level 15 (Aitan),Barbarian,[[File:Barbarian (Aitan).png|130px]],3068,15,1,,24,15,3,10,1,15,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,14,Level 17 (Alberich),Barbarian,[[File:Barbarian (Alberich).png|130px]],3055,17,1,,24,15,14,10,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,15,Level 17 (Fasolt),Barbarian,[[File:Barbarian (Fasolt).png|130px]],3057,17,1,,24,15,14,10,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,16,Level 17 (Siegmund),Barbarian,[[File:Barbarian (Siegmund).png|130px]],3058,17,1,,24,15,14,10,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,17,Level 17 (Minarch),Barbarian,[[File:Barbarian (Minarch).png|130px]],3062,17,1,,24,15,14,10,1,1,9,15,0,0,0,0,0,3,2,-3,2
Barbarian,18,Level 17 (Brunnhilde),Barbarian,[[File:Barbarian (Brunnhilde).png|130px]],3069,17,1,,24,15,14,10,1,1,9,15,0,0,0,0,0,3,2,-3,2
The Inadequacy,1,Normal,The Inadequacy,[[File:The Inadequacy.png|250px]],"3473,6350",343,5,,180,564,170,240,1,170,0,0,0,0,0,0,0,0,0,0,0
The Inadequacy,2,Hard,The Inadequacy (hard),[[File:The Inadequacy.png|250px]],6119,600,5,,255,1128,340,240,1,340,0,0,0,0,0,0,0,0,0,0,0
Hellhound,1,Level 122,Hellhound,[[File:Hellhound.png|200px]],"104,105,7256",122,2,demon,116,105,104,102,1,1,0,0,0,0,0,0,0,0,0,0,0
Hellhound,2,Level 127,Hellhound,[[File:Hellhound (GWD).png|200px]],3133,127,2,demon,116,107,116,106,1,1,0,0,0,0,0,0,0,0,0,0,0
Hellhound,3,Level 136,Hellhound,[[File:Hellhound.png|200px]],7877,136,2,demon,150,105,120,102,1,1,0,0,0,0,0,0,0,0,0,0,0
Harpie Bug Swarm,,,Harpie Bug Swarm,[[File:Harpie Bug Swarm.png|250px]],464,46,1,,25,54,46,32,1,1,0,0,0,0,0,0,10,5,10,5,10
Kalphite Guardian,,,Kalphite Guardian,[[File:Kalphite Guardian.png|250px]],"959,960,962",141,4,kalphite,170,110,110,110,1,1,0,0,0,0,0,0,25,25,5,50,50
Desert Lizard,,,Desert Lizard,[[File:Desert lizard.png|220px]],"459,460,461",24,2,,25,20,22,20,1,1,0,0,0,0,0,0,5,15,15,0,5
Hobgoblin,1,Hobgoblin (unused),Hobgoblin,[[File:Hobgoblin (unused).png|150px]],132,54,1,,29,22,24,24,1,1,0,0,0,0,0,0,0,0,0,0,0
Hobgoblin,2,Hobgoblin (GWD),Hobgoblin,[[File:Hobgoblin (God Wars Dungeon).png|150px]],2241,47,1,,49,33,31,36,1,1,8,10,0,0,0,0,1,1,0,0,0
Hobgoblin,3,Hobgoblin,Hobgoblin,[[File:Hobgoblin.png|150px]],3049,28,1,,52,39,39,35,1,1,0,0,0,0,0,0,0,0,0,0,0
Hobgoblin,4,Hobgoblin (armed),Hobgoblin,[[File:Hobgoblin (armed).png|150px]],3050,42,1,,49,33,31,36,1,1,8,10,0,0,0,0,1,1,0,0,0
Hobgoblin,5,Hobgoblin (brown),Hobgoblin,[[File:Hobgoblin (brown).png|150px]],3286,28,1,,29,,,,1,1,,,0,0,0,0,0,0,0,0,0
Hobgoblin,6,Hobgoblin (grey),Hobgoblin,[[File:Hobgoblin (grey).png|150px]],3287,28,1,,29,,,,1,1,,,0,0,0,0,0,0,0,0,0
Hobgoblin,7,Hobgoblin (khaki),Hobgoblin,[[File:Hobgoblin (khaki).png|150px]],3288,28,1,,29,,,,1,1,,,0,0,0,0,0,0,0,0,0
Hobgoblin,8,"Hobgoblin (brown, armed)",Hobgoblin,"[[File:Hobgoblin (brown, armed).png|150px]]",3289,28,1,,29,,,,1,1,,,0,0,0,0,0,0,0,0,0
Hobgoblin,9,"Hobgoblin (brown, armed)",Hobgoblin,"[[File:Hobgoblin (brown, armed).png|150px]]",4805,28,1,,,,,,1,1,,,0,0,0,0,0,0,0,0,0
Cave slime,,,Cave slime,[[File:Cave slime.png|200px]],480,23,1,,25,13,13,35,13,1,0,0,0,0,0,0,0,0,0,0,0
Chaos Elemental,1,Normal,Chaos Elemental,[[File:Chaos Elemental.png|250px]],2054,305,3,,250,270,270,270,270,270,0,0,0,0,0,0,70,70,70,70,70
Chaos Elemental,2,PvM Arena,Chaos Elemental,[[File:Chaos Elemental.png|250px]],6505,305,3,,250,270,270,270,270,270,0,0,0,0,0,0,70,70,70,70,70
Ankou,1,Level 75,Ankou,[[File:Ankou.png|110px]],"2514,2517",75,1,"undead, spectral",60,70,70,60,1,1,0,0,0,0,0,0,0,0,0,0,0
Ankou,2,Level 82,Ankou,[[File:Ankou.png|110px]],"2515,2518",82,1,"undead, spectral",65,80,70,70,1,1,0,0,0,0,0,0,0,0,0,0,0
Ankou,3,Level 86,Ankou,[[File:Ankou.png|110px]],"2516,2519,6608",86,1,"undead, spectral",70,75,75,80,1,1,0,0,0,0,0,0,0,0,0,0,0
Ankou,4,Level 95,Ankou,[[File:Ankou.png|110px]],7257,95,1,"undead, spectral",60,100,70,100,1,1,0,0,0,0,0,0,0,0,0,0,0
Ankou,5,Level 98,Ankou,[[File:Ankou.png|110px]],7864,98,1,"undead, spectral",100,75,90,80,1,1,0,0,0,0,0,0,0,0,0,0,0
Suit of armour,,,Suit of armour,[[File:Suit of armour.png|200px]],5043,19,1,,29,16,14,9,1,1,8,10,0,0,0,0,46,50,45,-12,45
Werewolf,1,Level 88,Werewolf,[[File:Werewolf.png|130px]],"2593,2594,2595,2596,2597,2598,2599,2600,2601,2602,2603,2604,2605,2606,2607,2608,2609,2610,2611,2612",88,1,,100,70,70,70,1,1,0,0,0,0,0,0,0,0,0,60,0
Werewolf,2,Level 93,Werewolf,[[File:Werewolf (GWD).png|130px]],"3135,3136",93,1,,92,77,76,85,1,1,0,0,0,0,0,0,-21,-21,-21,-21,-21
Wall beast,1,Beast,Wall beast,[[File:Wall beast.png|180px]],476,49,1,,105,30,30,16,1,1,0,0,0,0,0,0,0,0,0,0,0
Wall beast,2,Hole,Hole in the wall,[[File:Hole in the wall.png|180px]],475,49,1,,105,30,30,16,1,1,0,0,0,0,0,0,0,0,0,0,0
Dust devil,1,Level 93 (normal),Dust devil,[[File:Dust devil.png|140px]],423,93,1,,105,105,70,40,1,1,0,0,0,0,0,0,0,0,0,0,0
Dust devil,2,Level 93 (Wilderness),Dust devil,[[File:Dust devil (Wilderness Slayer Cave).png|140px]],11238,93,1,,105,105,70,40,1,1,0,0,0,0,0,0,0,0,0,0,0
Dust devil,3,Level 110,Dust devil,[[File:Dust devil.png|140px]],7249,110,1,,130,120,90,40,1,1,0,0,0,0,0,0,0,0,0,0,0
Monk,1,Level 3,Monk,[[File:Monk (Ardougne).png|120px]],4246,3,1,,5,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Monk,2,Level 5,Monk,[[File:Monk.png|120px]],"2579,4068,6956",5,1,,15,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Skeleton,1,Level 21,Skeleton,[[File:Skeleton.png|90px]] [[File:Skeleton (2).png|90px]] [[File:Skeleton (3).png|90px]],"74,75,76",21,1,undead,24,17,17,17,1,1,0,0,0,0,0,0,5,5,-5,0,5
Skeleton,2,Level 22,Skeleton,[[File:Skeleton.png|65px]] [[File:Skeleton (2).png|65px]] [[File:Skeleton (3).png|65px]] [[File:Skeleton (4).png|65px]],"70,71,72,73,7265",22,1,undead,29,15,18,17,1,1,0,0,0,0,0,0,5,5,-5,0,5
Skeleton,3,Level 25,Skeleton,[[File:Skeleton (5).png|50px]] [[File:Skeleton (6).png|50px]] [[File:Skeleton (7).png|50px]] [[File:Skeleton (8).png|50px]] [[File:Skeleton (9).png|50px]],"77,78,79,80,81,10717,10718,10719,10720,10721",25,1,undead,17,24,24,24,1,1,15,14,0,0,0,0,9,11,-2,1,4
Skeleton,4,Level 45,Skeleton,[[File:Giant skeleton (Shadow Dungeon).png|140px]] [[File:Giant skeleton (Tarn's Lair).png|140px]],"82,83",45,1,undead,59,32,35,36,1,1,15,14,0,0,0,0,9,11,-2,1,4
Skeleton,5,Level 60,Skeleton,[[File:Skeleton (2).png|90px]] [[File:Skeleton (3).png|90px]] [[File:Skeleton (4).png|90px]],"2521,2522,2523",60,1,undead,70,50,50,40,1,1,0,0,0,0,0,0,35,35,-5,0,35
Skeleton,6,Level 68,Skeleton,[[File:Skeleton.png|150px]],2520,68,1,undead,70,60,50,60,1,1,0,0,0,0,0,0,35,35,-5,0,35
Skeleton,7,Level 85,Skeleton,[[File:Skeleton (5).png|70px]] [[File:Skeleton (6).png|70px]] [[File:Skeleton (7).png|70px]],"2524,2525,2526",85,1,undead,77,74,74,74,1,1,15,14,0,0,0,0,79,31,20,5,70
Animated Adamant Armour,,,Animated Adamant Armour,[[File:Animated Adamant Armour.png|110px]],2455,113,1,,99,99,99,99,1,1,4,5,0,0,0,0,50,25,19,400,400
Black bear,,,Black bear,[[File:Black bear.png|280px]],2839,19,2,,25,15,16,13,1,1,0,0,0,0,0,0,0,0,0,0,0
Grizzly bear,1,Level 21,Grizzly bear,[[File:Grizzly bear (level 21).png|280px]],2838,21,2,,27,17,18,15,1,1,0,0,0,0,0,0,0,0,0,0,0
Grizzly bear,2,Level 42,Grizzly bear,[[File:Grizzly bear (level 42).png|280px]],3423,42,2,,35,40,36,35,1,1,0,0,0,0,0,0,0,0,0,0,0
Nechryael,1,Normal,Nechryael,[[File:Nechryael.png|145px]],8,115,1,demon,105,97,97,105,1,1,0,0,0,0,0,0,20,20,20,0,20
Nechryael,2,Slayer task,Nechryael,[[File:Nechryael.png|145px]],11,115,1,demon,105,97,97,105,1,1,0,0,0,0,0,0,20,20,20,0,20
Kalphite Soldier,,,Kalphite Soldier,[[File:Kalphite Soldier.png|250px]],"957,958",85,3,kalphite,90,70,70,70,1,1,0,0,0,0,0,0,25,25,5,50,50
Otherworldly being,,,Otherworldly being,[[File:Otherworldly being.png|120px]],2843,64,1,spectral,66,56,56,46,1,1,0,0,0,0,0,0,15,10,20,-5,15
Rat,1,Level 1,Rat,[[File:Rat.png|150px]],"2854,2855",1,1,,2,1,1,1,1,1,-47,-53,0,0,0,0,-42,-42,-42,-42,-42
Rat,2,Level 1 (SoS),Rat,[[File:Rat (Stronghold of Security).png|150px]],"2492,2513",1,1,,2,1,1,1,1,1,-47,-53,0,0,0,0,-42,-42,-42,-42,-42
Ghoul,,,Ghoul,[[File:Ghoul.png|85px]],289,42,1,,50,30,40,30,1,1,0,0,0,0,0,0,0,0,0,0,0
Black demon,1,Level 172,Black demon,[[File:Black demon.png|240px]],"240,2048,2049,2050,2051,2052,5874,5875,5876,5877",172,3,demon,157,145,148,152,1,1,0,0,0,0,0,0,0,0,0,-10,0
Black demon,2,Level 178,Black demon,[[File:Black demon (2).png|240px]],7243,178,3,demon,160,145,148,175,1,1,0,0,0,0,0,0,0,0,0,-5,0
Black demon,3,Level 184,Black demon,[[File:Black demon (3).png|230px]],7242,184,3,demon,170,155,158,162,1,1,0,0,0,0,0,0,0,0,0,-10,0
Black demon,4,Level 188,Black demon,[[File:Black demon (5).png|230px]],"7874,7875,7876",188,3,demon,200,145,165,152,1,1,0,0,0,0,0,0,0,0,0,-10,0
Blue dragon,1,1,Blue dragon,[[File:Blue dragon.png|290px]],"269,5882",111,4,"dragon,fiery",105,95,95,95,1,1,0,0,0,0,0,0,50,70,70,60,50
Blue dragon,2,2,Blue dragon,[[File:Blue dragon (2).png|290px]],"265,4385,5878",111,4,"dragon,fiery",105,95,95,95,1,1,0,0,0,0,0,0,50,70,70,60,50
Blue dragon,3,3,Blue dragon,[[File:Blue dragon (3).png|290px]],"266,5879,8083",111,4,"dragon,fiery",105,95,95,95,1,1,0,0,0,0,0,0,50,70,70,60,50
Blue dragon,4,4,Blue dragon,[[File:Blue dragon (4).png|290px]],"267,5880",111,4,"dragon,fiery",105,95,95,95,1,1,0,0,0,0,0,0,50,70,70,60,50
Blue dragon,5,5,Blue dragon,[[File:Blue dragon (5).png|290px]],"268,5881",111,4,"dragon,fiery",105,95,95,95,1,1,0,0,0,0,0,0,50,70,70,60,50
Bloodveld,1,Standard,Bloodveld,[[File:Bloodveld.png|250px]],"484,485,486,487",76,2,demon,120,75,45,30,1,1,0,0,0,0,0,0,0,0,0,0,0
Bloodveld,2,God Wars,Bloodveld,[[File:Bloodveld (God Wars Dungeon).png|250px]],3138,81,2,demon,134,80,46,30,1,1,0,0,0,0,0,0,0,0,0,0,0
Ahrim the Blighted,,,Ahrim the Blighted,[[File:Ahrim the Blighted.png|130px]],1672,98,1,spectral,100,1,1,100,100,1,0,68,73,0,-19,0,103,85,117,73,0
Dharok the Wretched,,,Dharok the Wretched,[[File:Dharok the Wretched.png|130px]],1673,115,1,spectral,100,100,100,100,1,1,0,105,-58,0,-18,0,252,250,244,-11,249
Guthan the Infested,,,Guthan the Infested,[[File:Guthan the Infested.png|110px]],1674,115,1,spectral,100,100,100,100,1,1,0,75,-50,0,-19,0,259,257,241,-11,250
Karil the Tainted,,,Karil the Tainted,[[File:Karil the Tainted.png|160px]],1675,98,1,spectral,100,1,1,100,1,100,0,0,-26,0,134,55,79,71,90,106,100
Torag the Corrupted,,,Torag the Corrupted,[[File:Torag the Corrupted.png|160px]],1676,115,1,spectral,100,100,100,100,1,1,0,72,-33,0,-11,0,221,235,222,0,221
Verac the Defiled,,,Verac the Defiled,[[File:Verac the Defiled.png|140px]],1677,115,1,spectral,100,100,100,100,1,1,0,72,-42,0,-14,0,227,230,221,0,225
Giant spider,1,Level 2,Giant spider,[[File:Giant spider (Level 2).png|250px]],3017,2,1,,5,1,1,1,1,1,-10,-10,0,0,0,0,-10,-10,-10,-10,-10
Giant spider,2,Level 27,Giant spider,[[File:Giant spider (Level 27).png|250px]],3018,27,1,,32,20,24,21,1,1,0,0,0,0,0,0,0,0,0,0,0
Giant spider,3,Level 50,Giant spider,[[File:Giant spider (Level 50).png|250px]],2477,50,1,,50,41,51,31,1,1,+10,+10,0,0,0,0,+10,+10,+10,+10,+10
Dark beast,,,Dark beast,[[File:Dark beast.png|290px]],"4005,7250",182,3,,220,140,160,120,160,1,0,0,0,0,0,0,30,40,100,90,100
Flambeed,1,Normal,Flambeed,[[File:Flambeed.png|200px]],"4881,6370",149,5,,210,120,120,75,1,1,100,0,0,0,0,0,50,50,5,5,50
Flambeed,2,Hard,Flambeed (hard),[[File:Flambeed.png|200px]],6309,238,5,,255,240,240,75,1,1,100,0,0,0,0,0,50,50,5,5,50
Ice troll grunt,1,Regular,Ice troll grunt,[[File:Ice troll grunt.png|200px]],"1877,5831",100,1,,80,100,100,60,1,1,60,60,0,0,0,0,30,60,30,0,0
Ice troll grunt,2,Ice Troll Caves,Ice troll grunt,[[File:Ice troll grunt.png|200px]],5826,102,1,,80,100,100,60,1,1,60,60,0,0,0,0,30,60,30,0,0
Mountain troll,1,Level 69,Mountain troll,[[File:Mountain troll.png|150px]],"936,937,938,939,940,941,942",69,1,,90,40,75,40,0,0,20,20,0,0,0,0,0,0,10,200,200
Mountain troll,2,Level 71,Mountain troll,[[File:Mountain troll.png|150px]],4143,71,1,,90,40,90,25,0,0,20,20,0,0,0,0,0,0,10,200,200
Guard dog,,,Guard dog,[[File:Guard dog.png]],"114,7209",44,1,,49,35,36,37,1,1,0,0,0,0,0,0,0,0,0,0,0
Loar Shade,1,Shade,Loar Shade,[[File:Loar Shade.png|130px]],1277,40,1,"shade,undead,spectral",38,45,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Loar Shade,2,Shadow,Loar Shadow,[[File:Loar Shadow.png|130px]],1276,40,1,"shade,undead,spectral",38,45,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Confusion beast,1,Level 43 (crush),Confusion beast,[[File:Confusion beast.png|270px]],"1068,1069,1070,1071",43,2,,28,42,41,40,1,1,0,0,0,0,0,0,0,0,0,0,0
Confusion beast,2,Level 43 (stab),Confusion beast,[[File:Confusion beast.png|270px]],1067,43,2,,28,42,41,40,1,1,0,0,0,0,0,0,0,0,0,0,0
Confusion beast,3,Level 63,Confusion beast,[[File:Confusion beast.png|270px]],4694,63,2,,64,52,55,52,1,1,0,0,0,0,0,0,0,0,0,0,0
Chronozon,1,Normal,Chronozon,[[File:Chronozon.png|250px]],"4987,6354",170,3,demon,60,173,172,173,1,1,0,0,0,0,0,0,0,0,0,0,0
Chronozon,2,Hard,Chronozon (hard),[[File:Chronozon.png|250px]],6292,297,3,demon,120,346,344,173,1,1,0,0,0,0,0,0,0,0,0,0,0
Kurask,1,Normal,Kurask,[[File:Kurask.png|225x225px]],410,106,3,leafy,97,67,105,105,1,1,0,0,0,0,0,0,0,20,20,0,0
Kurask,2,Big,Kurask,[[File:Kurask (2).png|250x250px]],411,106,3,leafy,97,67,105,105,1,1,0,0,0,0,0,0,0,20,20,0,0
Ice Queen,,,Ice Queen,[[File:Ice Queen.png|120px]],4922,111,1,,104,95,94,95,1,1,0,0,0,0,0,0,30,40,20,10,30
Turoth,1,Level 83,Turoth,[[File:Turoth (lv 83).png|250px]],430,83,1,leafy,76,53,83,83,1,1,0,0,0,0,0,0,0,20,20,0,0
Turoth,2,Level 85,Turoth,[[File:Turoth (lv 85).png|250px]],429,85,1,leafy,77,54,84,84,1,1,0,0,0,0,0,0,0,20,20,0,0
Turoth,3,Level 86 (unused),Turoth,[[File:Turoth (level 86).png|250px]],426,86,1,leafy,78,55,85,85,1,1,0,0,0,0,0,0,0,20,20,0,0
Turoth,4,Level 87,Turoth,[[File:Turoth (lv 87).png|250px]],428,87,2,leafy,79,56,86,86,1,1,0,0,0,0,0,0,0,20,20,0,0
Turoth,5,Level 88 (unused),Turoth,"[[File:Turoth (level 88, white).png|125px]][[File:Turoth (level 88, brown).png|125px]]","431,432",88,2,leafy,80,57,87,87,1,1,0,0,0,0,0,0,0,20,20,0,0
Turoth,6,Level 89,Turoth,[[File:Turoth (lv 89).png|250px]],427,89,2,leafy,81,58,88,88,1,1,0,0,0,0,0,0,0,20,20,0,0
Solus Dellagar,,,Solus Dellagar,[[File:Solus Dellagar.png|120px]],"4930,4933,4962",N/A,1,,40,,,,,,,,,,,,,,,,
Bronze dragon,1,Standard,Bronze dragon,[[File:Bronze dragon.png|280px]],"270,271",131,4,"dragon,fiery",122,112,112,112,100,1,0,0,0,0,0,0,50,70,70,30,90
Bronze dragon,2,Catacombs of Kourend,Bronze dragon,[[File:Bronze dragon.png|280px]],7253,143,4,"dragon,fiery",122,130,130,112,130,1,0,0,0,0,0,0,50,70,70,30,90
Dagannoth,1,Level 74 (1),Dagannoth,[[File:Dagannoth.png|Dagannoth (melee)|200px]],"970,971,972",74,1,,70,68,70,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Dagannoth,2,Level 92 (1),Dagannoth,[[File:Dagannoth.png|Dagannoth (melee)|200px]],"973,974,975",92,2,,120,68,70,71,1,1,0,0,0,0,0,0,0,0,0,50,50
Dagannoth,3,Level 74 (2),Dagannoth,[[File:Dagannoth.png|Dagannoth (melee)|200px]],7259,74,1,,70,68,70,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Dagannoth,4,Level 92 (2),Dagannoth,[[File:Dagannoth.png|Dagannoth (melee)|200px]],7260,92,2,,120,68,70,71,1,1,0,0,0,0,0,0,0,0,0,50,50
Baby blue dragon,1,1,Baby blue dragon,[[File:Baby blue dragon (1).png|250px]],241,48,2,dragon,50,40,40,40,1,1,0,0,0,0,0,0,30,50,50,40,30
Baby blue dragon,2,2,Baby blue dragon,[[File:Baby blue dragon (2).png|250px]],242,48,2,dragon,50,40,40,40,1,1,0,0,0,0,0,0,30,50,50,40,30
Baby blue dragon,3,3,Baby blue dragon,[[File:Baby blue dragon (3).png|250px]],243,48,2,dragon,50,40,40,40,1,1,0,0,0,0,0,0,30,50,50,40,30
Basilisk,1,Normal,Basilisk,[[File:Basilisk.png|280px]],417,61,2,,75,30,45,75,1,1,0,0,0,0,0,0,20,20,0,20,0
Basilisk,2,Unused,Basilisk,[[File:Basilisk (unused).png|280px]],418,61,2,,75,30,45,75,1,1,0,0,0,0,0,0,20,20,0,20,0
Duck,1,Male,Duck,[[File:Duck.png|280px]],1838,1,1,,3,1,1,1,1,1,-47,-42,0,0,0,0,-42,-42,-42,-42,-42
Duck,2,Female,Duck,[[File:Duck (female).png|280px]],1839,1,1,,3,1,1,1,1,1,-47,-42,0,0,0,0,-42,-42,-42,-42,-42
Chinchompa (Hunter),,,Chinchompa,[[File:Chinchompa (Hunter).png|280px]],2910,1,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Gargoyle,,,Gargoyle,[[File:Gargoyle.png|250px]],"412,413,1543",111,3,,105,75,105,107,1,1,0,0,0,0,0,0,20,20,0,20,20
Skeletal Wyvern,1,1,Skeletal Wyvern,[[File:Skeletal Wyvern.png|280px]],468,140,3,dragon,200,125,116,120,125,120,0,0,0,0,0,0,140,90,90,80,140
Skeletal Wyvern,2,2,Skeletal Wyvern,[[File:Skeletal Wyvern (2).png|280px]],465,140,3,dragon,200,125,116,120,125,120,0,0,0,0,0,0,140,90,90,80,140
Skeletal Wyvern,3,3,Skeletal Wyvern,[[File:Skeletal Wyvern (3).png|280px]],466,140,3,dragon,200,125,116,120,125,120,0,0,0,0,0,0,140,90,90,80,140
Skeletal Wyvern,4,4,Skeletal Wyvern,[[File:Skeletal Wyvern (4).png|280px]],467,140,3,dragon,200,125,116,120,125,120,0,0,0,0,0,0,140,90,90,80,140
Crocodile,,,Crocodile,[[File:Crocodile.png|280px]],4184,63,2,,62,53,54,54,1,1,0,0,0,0,0,0,20,12,22,10,20
Wormbrain,,,Wormbrain,[[File:Wormbrain.png|180px]],820,2,1,,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Big Wolf,1,White Wolf Mountain,Big Wolf,[[File:Big Wolf.png|250px]],109,73,2,,74,60,61,62,1,1,0,0,0,0,0,0,0,0,0,0,0
Big Wolf,2,Feldip Hills,Big Wolf,[[File:Big Wolf (Feldip Hills).png|250px]],115,73,2,,74,60,61,62,1,1,0,0,0,0,0,0,0,0,0,0,0
